装备名称	大类型	副类型	详细类别	在界面上显示的小图（标准男）	在界面上显示的大图（标准男）	在界面上显示的小图（魁梧男）	在界面上显示的大图（魁梧男）	在界面上显示的小图（性感女）	在界面上显示的大图（性感女）	在界面上显示的小图（娇小女）	在界面上显示的大图（娇小女）	装备在身上的时候，使用的显示类型名字（标准男）	装备在身上的时候，使用的显示类型名字（魁梧男）	装备在身上的时候，使用的显示类型名字（性感女）	装备在身上的时候，使用的显示类型名字（娇小女）	装备在身上的时候，使用的显示类型名字（武器）	
宋朱雀元帅装	0	101	32288	\image\item\cloth\冰池寒鹭裤标准a1.spr	\image\item\cloth\冰池寒鹭裤标准a0.spr	\image\item\cloth\冰池寒鹭裤魁梧a1.spr	\image\item\cloth\冰池寒鹭裤魁梧a0.spr	\image\item\cloth\冰池寒鹭裤性感a1.spr	\image\item\cloth\冰池寒鹭裤性感a0.spr	\image\item\cloth\冰池寒鹭裤娇小a1.spr	\image\item\cloth\冰池寒鹭裤娇小a0.spr	标准男冰池寒鹭装	魁梧男冰池寒鹭装	性感女冰池寒鹭装	娇小女冰池寒鹭装		
宋朱雀元帅装	0	101	32289	\image\item\cloth\冰池寒鹭裤标准a1.spr	\image\item\cloth\冰池寒鹭裤标准a0.spr	\image\item\cloth\冰池寒鹭裤魁梧a1.spr	\image\item\cloth\冰池寒鹭裤魁梧a0.spr	\image\item\cloth\冰池寒鹭裤性感a1.spr	\image\item\cloth\冰池寒鹭裤性感a0.spr	\image\item\cloth\冰池寒鹭裤娇小a1.spr	\image\item\cloth\冰池寒鹭裤娇小a0.spr	标准男冰池寒鹭装	魁梧男冰池寒鹭装	性感女冰池寒鹭装	娇小女冰池寒鹭装		
宋朱雀元帅装	0	101	32290	\image\item\cloth\冰池寒鹭裤标准a1.spr	\image\item\cloth\冰池寒鹭裤标准a0.spr	\image\item\cloth\冰池寒鹭裤魁梧a1.spr	\image\item\cloth\冰池寒鹭裤魁梧a0.spr	\image\item\cloth\冰池寒鹭裤性感a1.spr	\image\item\cloth\冰池寒鹭裤性感a0.spr	\image\item\cloth\冰池寒鹭裤娇小a1.spr	\image\item\cloth\冰池寒鹭裤娇小a0.spr	标准男冰池寒鹭装	魁梧男冰池寒鹭装	性感女冰池寒鹭装	娇小女冰池寒鹭装		
宋朱雀元帅装	0	101	32291	\image\item\cloth\冰池寒鹭裤标准a1.spr	\image\item\cloth\冰池寒鹭裤标准a0.spr	\image\item\cloth\冰池寒鹭裤魁梧a1.spr	\image\item\cloth\冰池寒鹭裤魁梧a0.spr	\image\item\cloth\冰池寒鹭裤性感a1.spr	\image\item\cloth\冰池寒鹭裤性感a0.spr	\image\item\cloth\冰池寒鹭裤娇小a1.spr	\image\item\cloth\冰池寒鹭裤娇小a0.spr	标准男冰池寒鹭装	魁梧男冰池寒鹭装	性感女冰池寒鹭装	娇小女冰池寒鹭装		
宋朱雀元帅装	0	101	32292	\image\item\cloth\冰池寒鹭裤标准a1.spr	\image\item\cloth\冰池寒鹭裤标准a0.spr	\image\item\cloth\冰池寒鹭裤魁梧a1.spr	\image\item\cloth\冰池寒鹭裤魁梧a0.spr	\image\item\cloth\冰池寒鹭裤性感a1.spr	\image\item\cloth\冰池寒鹭裤性感a0.spr	\image\item\cloth\冰池寒鹭裤娇小a1.spr	\image\item\cloth\冰池寒鹭裤娇小a0.spr	标准男冰池寒鹭装	魁梧男冰池寒鹭装	性感女冰池寒鹭装	娇小女冰池寒鹭装		
宋朱雀元帅装	0	101	32293	\image\item\cloth\冰池寒鹭裤标准a1.spr	\image\item\cloth\冰池寒鹭裤标准a0.spr	\image\item\cloth\冰池寒鹭裤魁梧a1.spr	\image\item\cloth\冰池寒鹭裤魁梧a0.spr	\image\item\cloth\冰池寒鹭裤性感a1.spr	\image\item\cloth\冰池寒鹭裤性感a0.spr	\image\item\cloth\冰池寒鹭裤娇小a1.spr	\image\item\cloth\冰池寒鹭裤娇小a0.spr	标准男冰池寒鹭装	魁梧男冰池寒鹭装	性感女冰池寒鹭装	娇小女冰池寒鹭装		
宋朱雀元帅装	0	101	32294	\image\item\cloth\冰池寒鹭裤标准a1.spr	\image\item\cloth\冰池寒鹭裤标准a0.spr	\image\item\cloth\冰池寒鹭裤魁梧a1.spr	\image\item\cloth\冰池寒鹭裤魁梧a0.spr	\image\item\cloth\冰池寒鹭裤性感a1.spr	\image\item\cloth\冰池寒鹭裤性感a0.spr	\image\item\cloth\冰池寒鹭裤娇小a1.spr	\image\item\cloth\冰池寒鹭裤娇小a0.spr	标准男冰池寒鹭装	魁梧男冰池寒鹭装	性感女冰池寒鹭装	娇小女冰池寒鹭装		
宋朱雀元帅装	0	101	32295	\image\item\cloth\冰池寒鹭裤标准a1.spr	\image\item\cloth\冰池寒鹭裤标准a0.spr	\image\item\cloth\冰池寒鹭裤魁梧a1.spr	\image\item\cloth\冰池寒鹭裤魁梧a0.spr	\image\item\cloth\冰池寒鹭裤性感a1.spr	\image\item\cloth\冰池寒鹭裤性感a0.spr	\image\item\cloth\冰池寒鹭裤娇小a1.spr	\image\item\cloth\冰池寒鹭裤娇小a0.spr	标准男冰池寒鹭装	魁梧男冰池寒鹭装	性感女冰池寒鹭装	娇小女冰池寒鹭装		
宋朱雀元帅装	0	101	32296	\image\item\cloth\冰池寒鹭裤标准a1.spr	\image\item\cloth\冰池寒鹭裤标准a0.spr	\image\item\cloth\冰池寒鹭裤魁梧a1.spr	\image\item\cloth\冰池寒鹭裤魁梧a0.spr	\image\item\cloth\冰池寒鹭裤性感a1.spr	\image\item\cloth\冰池寒鹭裤性感a0.spr	\image\item\cloth\冰池寒鹭裤娇小a1.spr	\image\item\cloth\冰池寒鹭裤娇小a0.spr	标准男冰池寒鹭装	魁梧男冰池寒鹭装	性感女冰池寒鹭装	娇小女冰池寒鹭装		
宋朱雀元帅装	0	101	32297	\image\item\cloth\冰池寒鹭裤标准a1.spr	\image\item\cloth\冰池寒鹭裤标准a0.spr	\image\item\cloth\冰池寒鹭裤魁梧a1.spr	\image\item\cloth\冰池寒鹭裤魁梧a0.spr	\image\item\cloth\冰池寒鹭裤性感a1.spr	\image\item\cloth\冰池寒鹭裤性感a0.spr	\image\item\cloth\冰池寒鹭裤娇小a1.spr	\image\item\cloth\冰池寒鹭裤娇小a0.spr	标准男冰池寒鹭装	魁梧男冰池寒鹭装	性感女冰池寒鹭装	娇小女冰池寒鹭装		
宋朱雀元帅装	0	101	32298	\image\item\cloth\冰池寒鹭裤标准a1.spr	\image\item\cloth\冰池寒鹭裤标准a0.spr	\image\item\cloth\冰池寒鹭裤魁梧a1.spr	\image\item\cloth\冰池寒鹭裤魁梧a0.spr	\image\item\cloth\冰池寒鹭裤性感a1.spr	\image\item\cloth\冰池寒鹭裤性感a0.spr	\image\item\cloth\冰池寒鹭裤娇小a1.spr	\image\item\cloth\冰池寒鹭裤娇小a0.spr	标准男冰池寒鹭装	魁梧男冰池寒鹭装	性感女冰池寒鹭装	娇小女冰池寒鹭装		
宋朱雀元帅装	0	101	32299	\image\item\cloth\冰池寒鹭裤标准a1.spr	\image\item\cloth\冰池寒鹭裤标准a0.spr	\image\item\cloth\冰池寒鹭裤魁梧a1.spr	\image\item\cloth\冰池寒鹭裤魁梧a0.spr	\image\item\cloth\冰池寒鹭裤性感a1.spr	\image\item\cloth\冰池寒鹭裤性感a0.spr	\image\item\cloth\冰池寒鹭裤娇小a1.spr	\image\item\cloth\冰池寒鹭裤娇小a0.spr	标准男冰池寒鹭装	魁梧男冰池寒鹭装	性感女冰池寒鹭装	娇小女冰池寒鹭装		
宋朱雀元帅装	0	101	32300	\image\item\cloth\冰池寒鹭裤标准a1.spr	\image\item\cloth\冰池寒鹭裤标准a0.spr	\image\item\cloth\冰池寒鹭裤魁梧a1.spr	\image\item\cloth\冰池寒鹭裤魁梧a0.spr	\image\item\cloth\冰池寒鹭裤性感a1.spr	\image\item\cloth\冰池寒鹭裤性感a0.spr	\image\item\cloth\冰池寒鹭裤娇小a1.spr	\image\item\cloth\冰池寒鹭裤娇小a0.spr	标准男冰池寒鹭装	魁梧男冰池寒鹭装	性感女冰池寒鹭装	娇小女冰池寒鹭装		
宋朱雀元帅装	0	101	32301	\image\item\cloth\冰池寒鹭裤标准a1.spr	\image\item\cloth\冰池寒鹭裤标准a0.spr	\image\item\cloth\冰池寒鹭裤魁梧a1.spr	\image\item\cloth\冰池寒鹭裤魁梧a0.spr	\image\item\cloth\冰池寒鹭裤性感a1.spr	\image\item\cloth\冰池寒鹭裤性感a0.spr	\image\item\cloth\冰池寒鹭裤娇小a1.spr	\image\item\cloth\冰池寒鹭裤娇小a0.spr	标准男冰池寒鹭装	魁梧男冰池寒鹭装	性感女冰池寒鹭装	娇小女冰池寒鹭装		
宋朱雀元帅装	0	101	32302	\image\item\cloth\冰池寒鹭裤标准a1.spr	\image\item\cloth\冰池寒鹭裤标准a0.spr	\image\item\cloth\冰池寒鹭裤魁梧a1.spr	\image\item\cloth\冰池寒鹭裤魁梧a0.spr	\image\item\cloth\冰池寒鹭裤性感a1.spr	\image\item\cloth\冰池寒鹭裤性感a0.spr	\image\item\cloth\冰池寒鹭裤娇小a1.spr	\image\item\cloth\冰池寒鹭裤娇小a0.spr	标准男冰池寒鹭装	魁梧男冰池寒鹭装	性感女冰池寒鹭装	娇小女冰池寒鹭装		
辽朱雀将军装	0	101	32303	\image\item\cloth\浮云晚翠裤标准a1.spr	\image\item\cloth\浮云晚翠裤标准a0.spr	\image\item\cloth\浮云晚翠裤魁梧a1.spr	\image\item\cloth\浮云晚翠裤魁梧a0.spr	\image\item\cloth\浮云晚翠裤性感a1.spr	\image\item\cloth\浮云晚翠裤性感a0.spr	\image\item\cloth\浮云晚翠裤娇小a1.spr	\image\item\cloth\浮云晚翠裤娇小a0.spr	标准男浮云晚翠装	魁梧男浮云晚翠装	性感女浮云晚翠装	娇小女浮云晚翠装		
辽朱雀将军装	0	101	32304	\image\item\cloth\浮云晚翠裤标准a1.spr	\image\item\cloth\浮云晚翠裤标准a0.spr	\image\item\cloth\浮云晚翠裤魁梧a1.spr	\image\item\cloth\浮云晚翠裤魁梧a0.spr	\image\item\cloth\浮云晚翠裤性感a1.spr	\image\item\cloth\浮云晚翠裤性感a0.spr	\image\item\cloth\浮云晚翠裤娇小a1.spr	\image\item\cloth\浮云晚翠裤娇小a0.spr	标准男浮云晚翠装	魁梧男浮云晚翠装	性感女浮云晚翠装	娇小女浮云晚翠装		
辽朱雀将军装	0	101	32305	\image\item\cloth\浮云晚翠裤标准a1.spr	\image\item\cloth\浮云晚翠裤标准a0.spr	\image\item\cloth\浮云晚翠裤魁梧a1.spr	\image\item\cloth\浮云晚翠裤魁梧a0.spr	\image\item\cloth\浮云晚翠裤性感a1.spr	\image\item\cloth\浮云晚翠裤性感a0.spr	\image\item\cloth\浮云晚翠裤娇小a1.spr	\image\item\cloth\浮云晚翠裤娇小a0.spr	标准男浮云晚翠装	魁梧男浮云晚翠装	性感女浮云晚翠装	娇小女浮云晚翠装		
辽朱雀将军装	0	101	32306	\image\item\cloth\浮云晚翠裤标准a1.spr	\image\item\cloth\浮云晚翠裤标准a0.spr	\image\item\cloth\浮云晚翠裤魁梧a1.spr	\image\item\cloth\浮云晚翠裤魁梧a0.spr	\image\item\cloth\浮云晚翠裤性感a1.spr	\image\item\cloth\浮云晚翠裤性感a0.spr	\image\item\cloth\浮云晚翠裤娇小a1.spr	\image\item\cloth\浮云晚翠裤娇小a0.spr	标准男浮云晚翠装	魁梧男浮云晚翠装	性感女浮云晚翠装	娇小女浮云晚翠装		
辽朱雀将军装	0	101	32307	\image\item\cloth\浮云晚翠裤标准a1.spr	\image\item\cloth\浮云晚翠裤标准a0.spr	\image\item\cloth\浮云晚翠裤魁梧a1.spr	\image\item\cloth\浮云晚翠裤魁梧a0.spr	\image\item\cloth\浮云晚翠裤性感a1.spr	\image\item\cloth\浮云晚翠裤性感a0.spr	\image\item\cloth\浮云晚翠裤娇小a1.spr	\image\item\cloth\浮云晚翠裤娇小a0.spr	标准男浮云晚翠装	魁梧男浮云晚翠装	性感女浮云晚翠装	娇小女浮云晚翠装		
辽朱雀将军装	0	101	32308	\image\item\cloth\浮云晚翠裤标准a1.spr	\image\item\cloth\浮云晚翠裤标准a0.spr	\image\item\cloth\浮云晚翠裤魁梧a1.spr	\image\item\cloth\浮云晚翠裤魁梧a0.spr	\image\item\cloth\浮云晚翠裤性感a1.spr	\image\item\cloth\浮云晚翠裤性感a0.spr	\image\item\cloth\浮云晚翠裤娇小a1.spr	\image\item\cloth\浮云晚翠裤娇小a0.spr	标准男浮云晚翠装	魁梧男浮云晚翠装	性感女浮云晚翠装	娇小女浮云晚翠装		
辽朱雀将军装	0	101	32309	\image\item\cloth\浮云晚翠裤标准a1.spr	\image\item\cloth\浮云晚翠裤标准a0.spr	\image\item\cloth\浮云晚翠裤魁梧a1.spr	\image\item\cloth\浮云晚翠裤魁梧a0.spr	\image\item\cloth\浮云晚翠裤性感a1.spr	\image\item\cloth\浮云晚翠裤性感a0.spr	\image\item\cloth\浮云晚翠裤娇小a1.spr	\image\item\cloth\浮云晚翠裤娇小a0.spr	标准男浮云晚翠装	魁梧男浮云晚翠装	性感女浮云晚翠装	娇小女浮云晚翠装		
辽朱雀将军装	0	101	32310	\image\item\cloth\浮云晚翠裤标准a1.spr	\image\item\cloth\浮云晚翠裤标准a0.spr	\image\item\cloth\浮云晚翠裤魁梧a1.spr	\image\item\cloth\浮云晚翠裤魁梧a0.spr	\image\item\cloth\浮云晚翠裤性感a1.spr	\image\item\cloth\浮云晚翠裤性感a0.spr	\image\item\cloth\浮云晚翠裤娇小a1.spr	\image\item\cloth\浮云晚翠裤娇小a0.spr	标准男浮云晚翠装	魁梧男浮云晚翠装	性感女浮云晚翠装	娇小女浮云晚翠装		
辽朱雀将军装	0	101	32311	\image\item\cloth\浮云晚翠裤标准a1.spr	\image\item\cloth\浮云晚翠裤标准a0.spr	\image\item\cloth\浮云晚翠裤魁梧a1.spr	\image\item\cloth\浮云晚翠裤魁梧a0.spr	\image\item\cloth\浮云晚翠裤性感a1.spr	\image\item\cloth\浮云晚翠裤性感a0.spr	\image\item\cloth\浮云晚翠裤娇小a1.spr	\image\item\cloth\浮云晚翠裤娇小a0.spr	标准男浮云晚翠装	魁梧男浮云晚翠装	性感女浮云晚翠装	娇小女浮云晚翠装		
辽朱雀将军装	0	101	32312	\image\item\cloth\浮云晚翠裤标准a1.spr	\image\item\cloth\浮云晚翠裤标准a0.spr	\image\item\cloth\浮云晚翠裤魁梧a1.spr	\image\item\cloth\浮云晚翠裤魁梧a0.spr	\image\item\cloth\浮云晚翠裤性感a1.spr	\image\item\cloth\浮云晚翠裤性感a0.spr	\image\item\cloth\浮云晚翠裤娇小a1.spr	\image\item\cloth\浮云晚翠裤娇小a0.spr	标准男浮云晚翠装	魁梧男浮云晚翠装	性感女浮云晚翠装	娇小女浮云晚翠装		
辽朱雀将军装	0	101	32313	\image\item\cloth\浮云晚翠裤标准a1.spr	\image\item\cloth\浮云晚翠裤标准a0.spr	\image\item\cloth\浮云晚翠裤魁梧a1.spr	\image\item\cloth\浮云晚翠裤魁梧a0.spr	\image\item\cloth\浮云晚翠裤性感a1.spr	\image\item\cloth\浮云晚翠裤性感a0.spr	\image\item\cloth\浮云晚翠裤娇小a1.spr	\image\item\cloth\浮云晚翠裤娇小a0.spr	标准男浮云晚翠装	魁梧男浮云晚翠装	性感女浮云晚翠装	娇小女浮云晚翠装		
辽朱雀将军装	0	101	32314	\image\item\cloth\浮云晚翠裤标准a1.spr	\image\item\cloth\浮云晚翠裤标准a0.spr	\image\item\cloth\浮云晚翠裤魁梧a1.spr	\image\item\cloth\浮云晚翠裤魁梧a0.spr	\image\item\cloth\浮云晚翠裤性感a1.spr	\image\item\cloth\浮云晚翠裤性感a0.spr	\image\item\cloth\浮云晚翠裤娇小a1.spr	\image\item\cloth\浮云晚翠裤娇小a0.spr	标准男浮云晚翠装	魁梧男浮云晚翠装	性感女浮云晚翠装	娇小女浮云晚翠装		
辽朱雀将军装	0	101	32315	\image\item\cloth\浮云晚翠裤标准a1.spr	\image\item\cloth\浮云晚翠裤标准a0.spr	\image\item\cloth\浮云晚翠裤魁梧a1.spr	\image\item\cloth\浮云晚翠裤魁梧a0.spr	\image\item\cloth\浮云晚翠裤性感a1.spr	\image\item\cloth\浮云晚翠裤性感a0.spr	\image\item\cloth\浮云晚翠裤娇小a1.spr	\image\item\cloth\浮云晚翠裤娇小a0.spr	标准男浮云晚翠装	魁梧男浮云晚翠装	性感女浮云晚翠装	娇小女浮云晚翠装		
辽朱雀将军装	0	101	32316	\image\item\cloth\浮云晚翠裤标准a1.spr	\image\item\cloth\浮云晚翠裤标准a0.spr	\image\item\cloth\浮云晚翠裤魁梧a1.spr	\image\item\cloth\浮云晚翠裤魁梧a0.spr	\image\item\cloth\浮云晚翠裤性感a1.spr	\image\item\cloth\浮云晚翠裤性感a0.spr	\image\item\cloth\浮云晚翠裤娇小a1.spr	\image\item\cloth\浮云晚翠裤娇小a0.spr	标准男浮云晚翠装	魁梧男浮云晚翠装	性感女浮云晚翠装	娇小女浮云晚翠装		
辽朱雀将军装	0	101	32317	\image\item\cloth\浮云晚翠裤标准a1.spr	\image\item\cloth\浮云晚翠裤标准a0.spr	\image\item\cloth\浮云晚翠裤魁梧a1.spr	\image\item\cloth\浮云晚翠裤魁梧a0.spr	\image\item\cloth\浮云晚翠裤性感a1.spr	\image\item\cloth\浮云晚翠裤性感a0.spr	\image\item\cloth\浮云晚翠裤娇小a1.spr	\image\item\cloth\浮云晚翠裤娇小a0.spr	标准男浮云晚翠装	魁梧男浮云晚翠装	性感女浮云晚翠装	娇小女浮云晚翠装		
辽朱雀将军装	0	101	32318	\image\item\cloth\浮云晚翠裤标准a1.spr	\image\item\cloth\浮云晚翠裤标准a0.spr	\image\item\cloth\浮云晚翠裤魁梧a1.spr	\image\item\cloth\浮云晚翠裤魁梧a0.spr	\image\item\cloth\浮云晚翠裤性感a1.spr	\image\item\cloth\浮云晚翠裤性感a0.spr	\image\item\cloth\浮云晚翠裤娇小a1.spr	\image\item\cloth\浮云晚翠裤娇小a0.spr	标准男浮云晚翠装	魁梧男浮云晚翠装	性感女浮云晚翠装	娇小女浮云晚翠装		
辽朱雀将军装	0	101	32319	\image\item\cloth\浮云晚翠裤标准a1.spr	\image\item\cloth\浮云晚翠裤标准a0.spr	\image\item\cloth\浮云晚翠裤魁梧a1.spr	\image\item\cloth\浮云晚翠裤魁梧a0.spr	\image\item\cloth\浮云晚翠裤性感a1.spr	\image\item\cloth\浮云晚翠裤性感a0.spr	\image\item\cloth\浮云晚翠裤娇小a1.spr	\image\item\cloth\浮云晚翠裤娇小a0.spr	标准男浮云晚翠装	魁梧男浮云晚翠装	性感女浮云晚翠装	娇小女浮云晚翠装		
辽朱雀将军装	0	101	32320	\image\item\cloth\浮云晚翠裤标准a1.spr	\image\item\cloth\浮云晚翠裤标准a0.spr	\image\item\cloth\浮云晚翠裤魁梧a1.spr	\image\item\cloth\浮云晚翠裤魁梧a0.spr	\image\item\cloth\浮云晚翠裤性感a1.spr	\image\item\cloth\浮云晚翠裤性感a0.spr	\image\item\cloth\浮云晚翠裤娇小a1.spr	\image\item\cloth\浮云晚翠裤娇小a0.spr	标准男浮云晚翠装	魁梧男浮云晚翠装	性感女浮云晚翠装	娇小女浮云晚翠装		
辽朱雀将军装	0	101	32321	\image\item\cloth\浮云晚翠裤标准a1.spr	\image\item\cloth\浮云晚翠裤标准a0.spr	\image\item\cloth\浮云晚翠裤魁梧a1.spr	\image\item\cloth\浮云晚翠裤魁梧a0.spr	\image\item\cloth\浮云晚翠裤性感a1.spr	\image\item\cloth\浮云晚翠裤性感a0.spr	\image\item\cloth\浮云晚翠裤娇小a1.spr	\image\item\cloth\浮云晚翠裤娇小a0.spr	标准男浮云晚翠装	魁梧男浮云晚翠装	性感女浮云晚翠装	娇小女浮云晚翠装		
辽朱雀将军装	0	101	32322	\image\item\cloth\浮云晚翠裤标准a1.spr	\image\item\cloth\浮云晚翠裤标准a0.spr	\image\item\cloth\浮云晚翠裤魁梧a1.spr	\image\item\cloth\浮云晚翠裤魁梧a0.spr	\image\item\cloth\浮云晚翠裤性感a1.spr	\image\item\cloth\浮云晚翠裤性感a0.spr	\image\item\cloth\浮云晚翠裤娇小a1.spr	\image\item\cloth\浮云晚翠裤娇小a0.spr	标准男浮云晚翠装	魁梧男浮云晚翠装	性感女浮云晚翠装	娇小女浮云晚翠装		
辽朱雀将军装	0	101	32323	\image\item\cloth\浮云晚翠裤标准a1.spr	\image\item\cloth\浮云晚翠裤标准a0.spr	\image\item\cloth\浮云晚翠裤魁梧a1.spr	\image\item\cloth\浮云晚翠裤魁梧a0.spr	\image\item\cloth\浮云晚翠裤性感a1.spr	\image\item\cloth\浮云晚翠裤性感a0.spr	\image\item\cloth\浮云晚翠裤娇小a1.spr	\image\item\cloth\浮云晚翠裤娇小a0.spr	标准男浮云晚翠装	魁梧男浮云晚翠装	性感女浮云晚翠装	娇小女浮云晚翠装		
辽朱雀将军装	0	101	32324	\image\item\cloth\浮云晚翠裤标准a1.spr	\image\item\cloth\浮云晚翠裤标准a0.spr	\image\item\cloth\浮云晚翠裤魁梧a1.spr	\image\item\cloth\浮云晚翠裤魁梧a0.spr	\image\item\cloth\浮云晚翠裤性感a1.spr	\image\item\cloth\浮云晚翠裤性感a0.spr	\image\item\cloth\浮云晚翠裤娇小a1.spr	\image\item\cloth\浮云晚翠裤娇小a0.spr	标准男浮云晚翠装	魁梧男浮云晚翠装	性感女浮云晚翠装	娇小女浮云晚翠装		
辽朱雀元帅装	0	101	32325	\image\item\cloth\冰池寒鹭裤标准a1.spr	\image\item\cloth\冰池寒鹭裤标准a0.spr	\image\item\cloth\冰池寒鹭裤魁梧a1.spr	\image\item\cloth\冰池寒鹭裤魁梧a0.spr	\image\item\cloth\冰池寒鹭裤性感a1.spr	\image\item\cloth\冰池寒鹭裤性感a0.spr	\image\item\cloth\冰池寒鹭裤娇小a1.spr	\image\item\cloth\冰池寒鹭裤娇小a0.spr	标准男冰池寒鹭装	魁梧男冰池寒鹭装	性感女冰池寒鹭装	娇小女冰池寒鹭装		
辽朱雀元帅装	0	101	32326	\image\item\cloth\冰池寒鹭裤标准a1.spr	\image\item\cloth\冰池寒鹭裤标准a0.spr	\image\item\cloth\冰池寒鹭裤魁梧a1.spr	\image\item\cloth\冰池寒鹭裤魁梧a0.spr	\image\item\cloth\冰池寒鹭裤性感a1.spr	\image\item\cloth\冰池寒鹭裤性感a0.spr	\image\item\cloth\冰池寒鹭裤娇小a1.spr	\image\item\cloth\冰池寒鹭裤娇小a0.spr	标准男冰池寒鹭装	魁梧男冰池寒鹭装	性感女冰池寒鹭装	娇小女冰池寒鹭装		
辽朱雀元帅装	0	101	32327	\image\item\cloth\冰池寒鹭裤标准a1.spr	\image\item\cloth\冰池寒鹭裤标准a0.spr	\image\item\cloth\冰池寒鹭裤魁梧a1.spr	\image\item\cloth\冰池寒鹭裤魁梧a0.spr	\image\item\cloth\冰池寒鹭裤性感a1.spr	\image\item\cloth\冰池寒鹭裤性感a0.spr	\image\item\cloth\冰池寒鹭裤娇小a1.spr	\image\item\cloth\冰池寒鹭裤娇小a0.spr	标准男冰池寒鹭装	魁梧男冰池寒鹭装	性感女冰池寒鹭装	娇小女冰池寒鹭装		
辽朱雀元帅装	0	101	32328	\image\item\cloth\冰池寒鹭裤标准a1.spr	\image\item\cloth\冰池寒鹭裤标准a0.spr	\image\item\cloth\冰池寒鹭裤魁梧a1.spr	\image\item\cloth\冰池寒鹭裤魁梧a0.spr	\image\item\cloth\冰池寒鹭裤性感a1.spr	\image\item\cloth\冰池寒鹭裤性感a0.spr	\image\item\cloth\冰池寒鹭裤娇小a1.spr	\image\item\cloth\冰池寒鹭裤娇小a0.spr	标准男冰池寒鹭装	魁梧男冰池寒鹭装	性感女冰池寒鹭装	娇小女冰池寒鹭装		
辽朱雀元帅装	0	101	32329	\image\item\cloth\冰池寒鹭裤标准a1.spr	\image\item\cloth\冰池寒鹭裤标准a0.spr	\image\item\cloth\冰池寒鹭裤魁梧a1.spr	\image\item\cloth\冰池寒鹭裤魁梧a0.spr	\image\item\cloth\冰池寒鹭裤性感a1.spr	\image\item\cloth\冰池寒鹭裤性感a0.spr	\image\item\cloth\冰池寒鹭裤娇小a1.spr	\image\item\cloth\冰池寒鹭裤娇小a0.spr	标准男冰池寒鹭装	魁梧男冰池寒鹭装	性感女冰池寒鹭装	娇小女冰池寒鹭装		
辽朱雀元帅装	0	101	32330	\image\item\cloth\冰池寒鹭裤标准a1.spr	\image\item\cloth\冰池寒鹭裤标准a0.spr	\image\item\cloth\冰池寒鹭裤魁梧a1.spr	\image\item\cloth\冰池寒鹭裤魁梧a0.spr	\image\item\cloth\冰池寒鹭裤性感a1.spr	\image\item\cloth\冰池寒鹭裤性感a0.spr	\image\item\cloth\冰池寒鹭裤娇小a1.spr	\image\item\cloth\冰池寒鹭裤娇小a0.spr	标准男冰池寒鹭装	魁梧男冰池寒鹭装	性感女冰池寒鹭装	娇小女冰池寒鹭装		
