ID	Title	AwrdItem	NeedSex	NeedBody	NeedRoute	AwardTimes	GlobalMsg	ExchangeMode	TimeLimitHours	StatKey	
41734	Tèng-Chu T­íc Nguyªn So¸i Ch©m (Cao)	0;1;32618;1	-1	-1	6		1	36718			
41735	Tèng-Chu T­íc Nguyªn So¸i KiÕm (Cao)	0;2;32619;1	-1	-1	8		1	36718			
41736	Tèng-Chu T­íc Nguyªn So¸i CÇm (Cao)	0;10;32620;1	-1	-1	9		1	36718			
41737	Tèng-Chu T­íc Nguyªn So¸i Thñ (Cao)	0;0;32621;1	-1	-1	11		1	36718			
41738	Tèng-Chu T­íc Nguyªn So¸i C«n (Cao)	0;5;32622;1	-1	-1	12		1	36718			
41739	Tèng-Chu T­íc Nguyªn So¸i KiÕm (Cao)	0;2;32623;1	-1	-1	14		1	36718			
41740	Tèng-Chu T­íc Nguyªn So¸i Bót (Cao)	0;9;32624;1	-1	-1	15		1	36718			
41741	Tèng-Chu T­íc Nguyªn So¸i Th­¬ng (Cao)	0;6;32625;1	-1	-1	17		1	36718			
41742	Tèng-Chu T­íc Nguyªn So¸i Cung (Cao)	0;4;32626;1	-1	-1	18		1	36718			
41743	Tèng-Chu T­íc Nguyªn So¸i Song §ao (Cao)	0;7;32627;1	-1	-1	20		1	36718			
41744	Tèng-Chu T­íc Nguyªn So¸i Tr¶o (Cao)	0;11;32628;1	-1	-1	21		1	36718			
41745	Tèng-Chu T­íc Nguyªn So¸i KiÕm (Cao)	0;2;32629;1	-1	-1	23		1	36718			
41746	Tèng-Chu T­íc Nguyªn So¸i §ao (Cao)	0;3;32630;1	-1	-1	25		1	36718			
41747	Tèng-Chu T­íc Nguyªn So¸i Bót (Cao)	0;9;32631;1	-1	-1	26		1	36718			
41748	Tèng-Chu T­íc Nguyªn So¸i Tr¶o (Cao)	0;11;32632;1	-1	-1	27		1	36718			
41749	Tèng-Chu T­íc Nguyªn So¸i PhiÕn (Cao)	0;13;32633;1	-1	-1	29		1	36718			
41750	Tèng-Chu T­íc Nguyªn So¸i §Þch (Cao)	0;12;32634;1	-1	-1	30		1	36718			
41751	Tèng-Chu T­íc Nguyªn So¸i Chñy (Cao)	0;14;32635;1	-1	-1	31		1	36718			
41752	Tèng-Chu T­íc Nguyªn So¸i KiÕm (Cao)	0;2;32636;1	-1	-1	32		1	36718			
41753	Liªu-Chu T­íc T­íng §ao (Cao)	0;3;32681;1	-1	-1	2		1	36719			
41754	Liªu-Chu T­íc T­íng Tr­îng (Cao)	0;8;32682;1	-1	-1	3		1	36719			
41755	Liªu-Chu T­íc T­íng Thñ (Cao)	0;0;32683;1	-1	-1	4		1	36719			
41756	Liªu-Chu T­íc T­íng Ch©m (Cao)	0;1;32684;1	-1	-1	6		1	36719			
41757	Liªu-Chu T­íc T­íng KiÕm (Cao)	0;2;32685;1	-1	-1	8		1	36719			
41758	Liªu-Chu T­íc T­íng CÇm (Cao)	0;10;32686;1	-1	-1	9		1	36719			
41759	Liªu-Chu T­íc T­íng Thñ (Cao)	0;0;32687;1	-1	-1	11		1	36719			
41760	Liªu-Chu T­íc T­íng C«n (Cao)	0;5;32688;1	-1	-1	12		1	36719			
41761	Liªu-Chu T­íc T­íng KiÕm (Cao)	0;2;32689;1	-1	-1	14		1	36719			
41762	Liªu-Chu T­íc T­íng Bót (Cao)	0;9;32690;1	-1	-1	15		1	36719			
41763	Liªu-Chu T­íc T­íng Th­¬ng (Cao)	0;6;32691;1	-1	-1	17		1	36719			
41764	Liªu-Chu T­íc T­íng Cung (Cao)	0;4;32692;1	-1	-1	18		1	36719			
41765	Liªu-Chu T­íc T­íng Song §ao (Cao)	0;7;32693;1	-1	-1	20		1	36719			
41766	Liªu-Chu T­íc T­íng Tr¶o (Cao)	0;11;32694;1	-1	-1	21		1	36719			
41767	Liªu-Chu T­íc T­íng KiÕm (Cao)	0;2;32695;1	-1	-1	23		1	36719			
41768	Liªu-Chu T­íc T­íng §ao (Cao)	0;3;32696;1	-1	-1	25		1	36719			
41769	Liªu-Chu T­íc T­íng Bót (Cao)	0;9;32697;1	-1	-1	26		1	36719			
41770	Liªu-Chu T­íc T­íng Tr¶o (Cao)	0;11;32698;1	-1	-1	27		1	36719			
41771	Liªu-Chu T­íc T­íng PhiÕn (Cao)	0;13;32699;1	-1	-1	29		1	36719			
41772	Liªu-Chu T­íc T­íng §Þch (Cao)	0;12;32700;1	-1	-1	30		1	36719			
41773	Liªu-Chu T­íc T­íng Chñy (Cao)	0;14;32701;1	-1	-1	31		1	36719			
41774	Liªu-Chu T­íc T­íng KiÕm (Cao)	0;2;32702;1	-1	-1	32		1	36719			
41775	Liªu-Chu T­íc Nguyªn So¸i §ao (Cao)	0;3;32747;1	-1	-1	2		1	36720			
41776	Liªu-Chu T­íc Nguyªn So¸i Tr­îng (Cao)	0;8;32748;1	-1	-1	3		1	36720			
41777	Liªu-Chu T­íc Nguyªn So¸i Thñ (Cao)	0;0;32749;1	-1	-1	4		1	36720			
41778	Liªu-Chu T­íc Nguyªn So¸i Ch©m (Cao)	0;1;32750;1	-1	-1	6		1	36720			
41779	Liªu-Chu T­íc Nguyªn So¸i KiÕm (Cao)	0;2;32751;1	-1	-1	8		1	36720			
41780	Liªu-Chu T­íc Nguyªn So¸i CÇm (Cao)	0;10;32752;1	-1	-1	9		1	36720			
41781	Liªu-Chu T­íc Nguyªn So¸i Thñ (Cao)	0;0;32753;1	-1	-1	11		1	36720			
41782	Liªu-Chu T­íc Nguyªn So¸i C«n (Cao)	0;5;32754;1	-1	-1	12		1	36720			
41783	Liªu-Chu T­íc Nguyªn So¸i KiÕm (Cao)	0;2;32755;1	-1	-1	14		1	36720			
41784	Liªu-Chu T­íc Nguyªn So¸i Bót (Cao)	0;9;32756;1	-1	-1	15		1	36720			
41785	Liªu-Chu T­íc Nguyªn So¸i Th­¬ng (Cao)	0;6;32757;1	-1	-1	17		1	36720			
41786	Liªu-Chu T­íc Nguyªn So¸i Cung (Cao)	0;4;32758;1	-1	-1	18		1	36720			
41787	Liªu-Chu T­íc Nguyªn So¸i Song §ao (Cao)	0;7;32759;1	-1	-1	20		1	36720			
41788	Liªu-Chu T­íc Nguyªn So¸i Tr¶o (Cao)	0;11;32760;1	-1	-1	21		1	36720			
41789	Liªu-Chu T­íc Nguyªn So¸i KiÕm (Cao)	0;2;32761;1	-1	-1	23		1	36720			
41790	Liªu-Chu T­íc Nguyªn So¸i §ao (Cao)	0;3;32762;1	-1	-1	25		1	36720			
41791	Liªu-Chu T­íc Nguyªn So¸i Bót (Cao)	0;9;32763;1	-1	-1	26		1	36720			
41792	Liªu-Chu T­íc Nguyªn So¸i Tr¶o (Cao)	0;11;32764;1	-1	-1	27		1	36720			
41793	Liªu-Chu T­íc Nguyªn So¸i PhiÕn (Cao)	0;13;32765;1	-1	-1	29		1	36720			
41794	Liªu-Chu T­íc Nguyªn So¸i §Þch (Cao)	0;12;32766;1	-1	-1	30		1	36720			
41795	Liªu-Chu T­íc Nguyªn So¸i Chñy (Cao)	0;14;32767;1	-1	-1	31		1	36720			
41796	Liªu-Chu T­íc Nguyªn So¸i KiÕm (Cao)	0;2;15300;1	-1	-1	32		1	36720			
41797	Tèng-Chu T­íc T­íng Kh«i	0;103;32259;1	-1	-1	2		1	36721			
41798	Tèng-Chu T­íc T­íng Kh«i	0;103;32260;1	-1	-1	3		1	36722			
41799	Tèng-Chu T­íc T­íng Kh«i	0;103;32261;1	-1	-1	4		1	36723			
41800	Tèng-Chu T­íc T­íng Kh«i	0;103;32262;1	-1	-1	6		1	36724			
41801	Tèng-Chu T­íc T­íng Kh«i	0;103;32263;1	-1	-1	8		1	36725			
41802	Tèng-Chu T­íc T­íng Kh«i	0;103;32264;1	-1	-1	9		1	36726			
41803	Tèng-Chu T­íc T­íng Kh«i	0;103;32265;1	-1	-1	11		1	36727			
41804	Tèng-Chu T­íc T­íng Kh«i	0;103;32266;1	-1	-1	12		1	36728			
41805	Tèng-Chu T­íc T­íng Kh«i	0;103;32267;1	-1	-1	14		1	36729			
41806	Tèng-Chu T­íc T­íng Kh«i	0;103;32268;1	-1	-1	15		1	36730			
41807	Tèng-Chu T­íc T­íng Kh«i	0;103;32269;1	-1	-1	17		1	36731			
41808	Tèng-Chu T­íc T­íng Kh«i	0;103;32270;1	-1	-1	18		1	36732			
41809	Tèng-Chu T­íc T­íng Kh«i	0;103;32271;1	-1	-1	20		1	36733			
41810	Tèng-Chu T­íc T­íng Kh«i	0;103;32272;1	-1	-1	21		1	36734			
41811	Tèng-Chu T­íc T­íng Kh«i	0;103;32273;1	-1	-1	23		1	36735			
41812	Tèng-Chu T­íc T­íng Kh«i	0;103;32274;1	-1	-1	25		1	36736			
41813	Tèng-Chu T­íc T­íng Kh«i	0;103;32275;1	-1	-1	26		1	36737			
41814	Tèng-Chu T­íc T­íng Kh«i	0;103;32276;1	-1	-1	27		1	36738			
41815	Tèng-Chu T­íc T­íng Kh«i	0;103;32277;1	-1	-1	29		1	36739			
41816	Tèng-Chu T­íc T­íng Kh«i	0;103;32278;1	-1	-1	30		1	36740			
41817	Tèng-Chu T­íc T­íng Kh«i	0;103;32279;1	-1	-1	31		1	36741			
41818	Tèng-Chu T­íc T­íng Kh«i	0;103;32280;1	-1	-1	32		1	36742			
41819	Tèng-Chu T­íc Nguyªn So¸i Kh«i	0;103;32281;1	-1	-1	2		1	36743			
41820	Tèng-Chu T­íc Nguyªn So¸i Kh«i	0;103;32282;1	-1	-1	3		1	36744			
41821	Tèng-Chu T­íc Nguyªn So¸i Kh«i	0;103;32283;1	-1	-1	4		1	36745			
41822	Tèng-Chu T­íc Nguyªn So¸i Kh«i	0;103;32284;1	-1	-1	6		1	36746			
41823	Tèng-Chu T­íc Nguyªn So¸i Kh«i	0;103;32285;1	-1	-1	8		1	36747			
41824	Tèng-Chu T­íc Nguyªn So¸i Kh«i	0;103;32286;1	-1	-1	9		1	36748			
41825	Tèng-Chu T­íc Nguyªn So¸i Kh«i	0;103;32287;1	-1	-1	11		1	36749			
41826	Tèng-Chu T­íc Nguyªn So¸i Kh«i	0;103;32288;1	-1	-1	12		1	36750			
41827	Tèng-Chu T­íc Nguyªn So¸i Kh«i	0;103;32289;1	-1	-1	14		1	36751			
41828	Tèng-Chu T­íc Nguyªn So¸i Kh«i	0;103;32290;1	-1	-1	15		1	36752			
41829	Tèng-Chu T­íc Nguyªn So¸i Kh«i	0;103;32291;1	-1	-1	17		1	36753			
41830	Tèng-Chu T­íc Nguyªn So¸i Kh«i	0;103;32292;1	-1	-1	18		1	36754			
41831	Tèng-Chu T­íc Nguyªn So¸i Kh«i	0;103;32293;1	-1	-1	20		1	36755			
41832	Tèng-Chu T­íc Nguyªn So¸i Kh«i	0;103;32294;1	-1	-1	21		1	36756			
41833	Tèng-Chu T­íc Nguyªn So¸i Kh«i	0;103;32295;1	-1	-1	23		1	36757			
41834	Tèng-Chu T­íc Nguyªn So¸i Kh«i	0;103;32296;1	-1	-1	25		1	36758			
41835	Tèng-Chu T­íc Nguyªn So¸i Kh«i	0;103;32297;1	-1	-1	26		1	36759			
41836	Tèng-Chu T­íc Nguyªn So¸i Kh«i	0;103;32298;1	-1	-1	27		1	36760			
41837	Tèng-Chu T­íc Nguyªn So¸i Kh«i	0;103;32299;1	-1	-1	29		1	36761			
41838	Tèng-Chu T­íc Nguyªn So¸i Kh«i	0;103;32300;1	-1	-1	30		1	36762			
41839	Tèng-Chu T­íc Nguyªn So¸i Kh«i	0;103;32301;1	-1	-1	31		1	36763			
41840	Tèng-Chu T­íc Nguyªn So¸i Kh«i	0;103;32302;1	-1	-1	32		1	36764			
41841	Liªu-Chu T­íc T­íng Kh«i	0;103;32303;1	-1	-1	2		1	36765			
41842	Liªu-Chu T­íc T­íng Kh«i	0;103;32304;1	-1	-1	3		1	36766			
41843	Liªu-Chu T­íc T­íng Kh«i	0;103;32305;1	-1	-1	4		1	36767			
41844	Liªu-Chu T­íc T­íng Kh«i	0;103;32306;1	-1	-1	6		1	36768			
41845	Liªu-Chu T­íc T­íng Kh«i	0;103;32307;1	-1	-1	8		1	36769			
41846	Liªu-Chu T­íc T­íng Kh«i	0;103;32308;1	-1	-1	9		1	36770			
41847	Liªu-Chu T­íc T­íng Kh«i	0;103;32309;1	-1	-1	11		1	36771			
41848	Liªu-Chu T­íc T­íng Kh«i	0;103;32310;1	-1	-1	12		1	36772			
41849	Liªu-Chu T­íc T­íng Kh«i	0;103;32311;1	-1	-1	14		1	36773			
41850	Liªu-Chu T­íc T­íng Kh«i	0;103;32312;1	-1	-1	15		1	36774			
41851	Liªu-Chu T­íc T­íng Kh«i	0;103;32313;1	-1	-1	17		1	36775			
41852	Liªu-Chu T­íc T­íng Kh«i	0;103;32314;1	-1	-1	18		1	36776			
41853	Liªu-Chu T­íc T­íng Kh«i	0;103;32315;1	-1	-1	20		1	36777			
41854	Liªu-Chu T­íc T­íng Kh«i	0;103;32316;1	-1	-1	21		1	36778			
41855	Liªu-Chu T­íc T­íng Kh«i	0;103;32317;1	-1	-1	23		1	36779			
41856	Liªu-Chu T­íc T­íng Kh«i	0;103;32318;1	-1	-1	25		1	36780			
41857	Liªu-Chu T­íc T­íng Kh«i	0;103;32319;1	-1	-1	26		1	36781			
41858	Liªu-Chu T­íc T­íng Kh«i	0;103;32320;1	-1	-1	27		1	36782			
41859	Liªu-Chu T­íc T­íng Kh«i	0;103;32321;1	-1	-1	29		1	36783			
41860	Liªu-Chu T­íc T­íng Kh«i	0;103;32322;1	-1	-1	30		1	36784			
41861	Liªu-Chu T­íc T­íng Kh«i	0;103;32323;1	-1	-1	31		1	36785			
41862	Liªu-Chu T­íc T­íng Kh«i	0;103;32324;1	-1	-1	32		1	36786			
41863	Liªu-Chu T­íc Nguyªn So¸i Kh«i	0;103;32325;1	-1	-1	2		1	36787			
41864	Liªu-Chu T­íc Nguyªn So¸i Kh«i	0;103;32326;1	-1	-1	3		1	36788			
41865	Liªu-Chu T­íc Nguyªn So¸i Kh«i	0;103;32327;1	-1	-1	4		1	36789			
41866	Liªu-Chu T­íc Nguyªn So¸i Kh«i	0;103;32328;1	-1	-1	6		1	36790			
41867	Liªu-Chu T­íc Nguyªn So¸i Kh«i	0;103;32329;1	-1	-1	8		1	36791			
41868	Liªu-Chu T­íc Nguyªn So¸i Kh«i	0;103;32330;1	-1	-1	9		1	36792			
41869	Liªu-Chu T­íc Nguyªn So¸i Kh«i	0;103;32331;1	-1	-1	11		1	36793			
41870	Liªu-Chu T­íc Nguyªn So¸i Kh«i	0;103;32332;1	-1	-1	12		1	36794			
41871	Liªu-Chu T­íc Nguyªn So¸i Kh«i	0;103;32333;1	-1	-1	14		1	36795			
41872	Liªu-Chu T­íc Nguyªn So¸i Kh«i	0;103;32334;1	-1	-1	15		1	36796			
41873	Liªu-Chu T­íc Nguyªn So¸i Kh«i	0;103;32335;1	-1	-1	17		1	36797			
41874	Liªu-Chu T­íc Nguyªn So¸i Kh«i	0;103;32336;1	-1	-1	18		1	36798			
41875	Liªu-Chu T­íc Nguyªn So¸i Kh«i	0;103;32337;1	-1	-1	20		1	36799			
41876	Liªu-Chu T­íc Nguyªn So¸i Kh«i	0;103;32338;1	-1	-1	21		1	36800			
41877	Liªu-Chu T­íc Nguyªn So¸i Kh«i	0;103;32339;1	-1	-1	23		1	36801			
41878	Liªu-Chu T­íc Nguyªn So¸i Kh«i	0;103;32340;1	-1	-1	25		1	36802			
41879	Liªu-Chu T­íc Nguyªn So¸i Kh«i	0;103;32341;1	-1	-1	26		1	36803			
41880	Liªu-Chu T­íc Nguyªn So¸i Kh«i	0;103;32342;1	-1	-1	27		1	36804			
41881	Liªu-Chu T­íc Nguyªn So¸i Kh«i	0;103;32343;1	-1	-1	29		1	36805			
41882	Liªu-Chu T­íc Nguyªn So¸i Kh«i	0;103;32344;1	-1	-1	30		1	36806			
41883	Liªu-Chu T­íc Nguyªn So¸i Kh«i	0;103;32345;1	-1	-1	31		1	36807			
41884	Liªu-Chu T­íc Nguyªn So¸i Kh«i	0;103;32346;1	-1	-1	32		1	36808			
41885	Tèng-Chu T­íc T­íng Y	0;100;32259;1	-1	-1	2		1	36809			
41886	Tèng-Chu T­íc T­íng Y	0;100;32260;1	-1	-1	3		1	36810			
41887	Tèng-Chu T­íc T­íng Y	0;100;32261;1	-1	-1	4		1	36811			
41888	Tèng-Chu T­íc T­íng Y	0;100;32262;1	-1	-1	6		1	36812			
41889	Tèng-Chu T­íc T­íng Y	0;100;32263;1	-1	-1	8		1	36813			
41890	Tèng-Chu T­íc T­íng Y	0;100;32264;1	-1	-1	9		1	36814			
41891	Tèng-Chu T­íc T­íng Y	0;100;32265;1	-1	-1	11		1	36815			
41892	Tèng-Chu T­íc T­íng Y	0;100;32266;1	-1	-1	12		1	36816			
41893	Tèng-Chu T­íc T­íng Y	0;100;32267;1	-1	-1	14		1	36817			
41894	Tèng-Chu T­íc T­íng Y	0;100;32268;1	-1	-1	15		1	36818			
41895	Tèng-Chu T­íc T­íng Y	0;100;32269;1	-1	-1	17		1	36819			
41896	Tèng-Chu T­íc T­íng Y	0;100;32270;1	-1	-1	18		1	36820			
41897	Tèng-Chu T­íc T­íng Y	0;100;32271;1	-1	-1	20		1	36821			
41898	Tèng-Chu T­íc T­íng Y	0;100;32272;1	-1	-1	21		1	36822			
41899	Tèng-Chu T­íc T­íng Y	0;100;32273;1	-1	-1	23		1	36823			
41900	Tèng-Chu T­íc T­íng Y	0;100;32274;1	-1	-1	25		1	36824			
41901	Tèng-Chu T­íc T­íng Y	0;100;32275;1	-1	-1	26		1	36825			
41902	Tèng-Chu T­íc T­íng Y	0;100;32276;1	-1	-1	27		1	36826			
41903	Tèng-Chu T­íc T­íng Y	0;100;32277;1	-1	-1	29		1	36827			
41904	Tèng-Chu T­íc T­íng Y	0;100;32278;1	-1	-1	30		1	36828			
41905	Tèng-Chu T­íc T­íng Y	0;100;32279;1	-1	-1	31		1	36829			
41906	Tèng-Chu T­íc T­íng Y	0;100;32280;1	-1	-1	32		1	36830			
41907	Tèng-Chu T­íc Nguyªn So¸i Y	0;100;32281;1	-1	-1	2		1	36831			
41908	Tèng-Chu T­íc Nguyªn So¸i Y	0;100;32282;1	-1	-1	3		1	36832			
41909	Tèng-Chu T­íc Nguyªn So¸i Y	0;100;32283;1	-1	-1	4		1	36833			
41910	Tèng-Chu T­íc Nguyªn So¸i Y	0;100;32284;1	-1	-1	6		1	36834			
41911	Tèng-Chu T­íc Nguyªn So¸i Y	0;100;32285;1	-1	-1	8		1	36835			
41912	Tèng-Chu T­íc Nguyªn So¸i Y	0;100;32286;1	-1	-1	9		1	36836			
41913	Tèng-Chu T­íc Nguyªn So¸i Y	0;100;32287;1	-1	-1	11		1	36837			
41914	Tèng-Chu T­íc Nguyªn So¸i Y	0;100;32288;1	-1	-1	12		1	36838			
41915	Tèng-Chu T­íc Nguyªn So¸i Y	0;100;32289;1	-1	-1	14		1	36839			
41916	Tèng-Chu T­íc Nguyªn So¸i Y	0;100;32290;1	-1	-1	15		1	36840			
41917	Tèng-Chu T­íc Nguyªn So¸i Y	0;100;32291;1	-1	-1	17		1	36841			
41918	Tèng-Chu T­íc Nguyªn So¸i Y	0;100;32292;1	-1	-1	18		1	36842			
41919	Tèng-Chu T­íc Nguyªn So¸i Y	0;100;32293;1	-1	-1	20		1	36843			
41920	Tèng-Chu T­íc Nguyªn So¸i Y	0;100;32294;1	-1	-1	21		1	36844			
41921	Tèng-Chu T­íc Nguyªn So¸i Y	0;100;32295;1	-1	-1	23		1	36845			
41922	Tèng-Chu T­íc Nguyªn So¸i Y	0;100;32296;1	-1	-1	25		1	36846			
41923	Tèng-Chu T­íc Nguyªn So¸i Y	0;100;32297;1	-1	-1	26		1	36847			
41924	Tèng-Chu T­íc Nguyªn So¸i Y	0;100;32298;1	-1	-1	27		1	36848			
41925	Tèng-Chu T­íc Nguyªn So¸i Y	0;100;32299;1	-1	-1	29		1	36849			
41926	Tèng-Chu T­íc Nguyªn So¸i Y	0;100;32300;1	-1	-1	30		1	36850			
41927	Tèng-Chu T­íc Nguyªn So¸i Y	0;100;32301;1	-1	-1	31		1	36851			
41928	Tèng-Chu T­íc Nguyªn So¸i Y	0;100;32302;1	-1	-1	32		1	36852			
41929	Liªu-Chu T­íc T­íng Y	0;100;32303;1	-1	-1	2		1	36853			
41930	Liªu-Chu T­íc T­íng Y	0;100;32304;1	-1	-1	3		1	36854			
41931	Liªu-Chu T­íc T­íng Y	0;100;32305;1	-1	-1	4		1	36855			
41932	Liªu-Chu T­íc T­íng Y	0;100;32306;1	-1	-1	6		1	36856			
41933	Liªu-Chu T­íc T­íng Y	0;100;32307;1	-1	-1	8		1	36857			
41934	Liªu-Chu T­íc T­íng Y	0;100;32308;1	-1	-1	9		1	36858			
41935	Liªu-Chu T­íc T­íng Y	0;100;32309;1	-1	-1	11		1	36859			
41936	Liªu-Chu T­íc T­íng Y	0;100;32310;1	-1	-1	12		1	36860			
41937	Liªu-Chu T­íc T­íng Y	0;100;32311;1	-1	-1	14		1	36861			
41938	Liªu-Chu T­íc T­íng Y	0;100;32312;1	-1	-1	15		1	36862			
41939	Liªu-Chu T­íc T­íng Y	0;100;32313;1	-1	-1	17		1	36863			
41940	Liªu-Chu T­íc T­íng Y	0;100;32314;1	-1	-1	18		1	36864			
41941	Liªu-Chu T­íc T­íng Y	0;100;32315;1	-1	-1	20		1	36865			
41942	Liªu-Chu T­íc T­íng Y	0;100;32316;1	-1	-1	21		1	36866			
41943	Liªu-Chu T­íc T­íng Y	0;100;32317;1	-1	-1	23		1	36867			
41944	Liªu-Chu T­íc T­íng Y	0;100;32318;1	-1	-1	25		1	36868			
41945	Liªu-Chu T­íc T­íng Y	0;100;32319;1	-1	-1	26		1	36869			
41946	Liªu-Chu T­íc T­íng Y	0;100;32320;1	-1	-1	27		1	36870			
41947	Liªu-Chu T­íc T­íng Y	0;100;32321;1	-1	-1	29		1	36871			
41948	Liªu-Chu T­íc T­íng Y	0;100;32322;1	-1	-1	30		1	36872			
41949	Liªu-Chu T­íc T­íng Y	0;100;32323;1	-1	-1	31		1	36873			
41950	Liªu-Chu T­íc T­íng Y	0;100;32324;1	-1	-1	32		1	36874			
41951	Liªu-Chu T­íc Nguyªn So¸i Y	0;100;32325;1	-1	-1	2		1	36875			
41952	Liªu-Chu T­íc Nguyªn So¸i Y	0;100;32326;1	-1	-1	3		1	36876			
41953	Liªu-Chu T­íc Nguyªn So¸i Y	0;100;32327;1	-1	-1	4		1	36877			
41954	Liªu-Chu T­íc Nguyªn So¸i Y	0;100;32328;1	-1	-1	6		1	36878			
41955	Liªu-Chu T­íc Nguyªn So¸i Y	0;100;32329;1	-1	-1	8		1	36879			
41956	Liªu-Chu T­íc Nguyªn So¸i Y	0;100;32330;1	-1	-1	9		1	36880			
41957	Liªu-Chu T­íc Nguyªn So¸i Y	0;100;32331;1	-1	-1	11		1	36881			
41958	Liªu-Chu T­íc Nguyªn So¸i Y	0;100;32332;1	-1	-1	12		1	36882			
41959	Liªu-Chu T­íc Nguyªn So¸i Y	0;100;32333;1	-1	-1	14		1	36883			
41960	Liªu-Chu T­íc Nguyªn So¸i Y	0;100;32334;1	-1	-1	15		1	36884			
41961	Liªu-Chu T­íc Nguyªn So¸i Y	0;100;32335;1	-1	-1	17		1	36885			
41962	Liªu-Chu T­íc Nguyªn So¸i Y	0;100;32336;1	-1	-1	18		1	36886			
41963	Liªu-Chu T­íc Nguyªn So¸i Y	0;100;32337;1	-1	-1	20		1	36887			
41964	Liªu-Chu T­íc Nguyªn So¸i Y	0;100;32338;1	-1	-1	21		1	36888			
41965	Liªu-Chu T­íc Nguyªn So¸i Y	0;100;32339;1	-1	-1	23		1	36889			
41966	Liªu-Chu T­íc Nguyªn So¸i Y	0;100;32340;1	-1	-1	25		1	36890			
41967	Liªu-Chu T­íc Nguyªn So¸i Y	0;100;32341;1	-1	-1	26		1	36891			
41968	Liªu-Chu T­íc Nguyªn So¸i Y	0;100;32342;1	-1	-1	27		1	36892			
41969	Liªu-Chu T­íc Nguyªn So¸i Y	0;100;32343;1	-1	-1	29		1	36893			
41970	Liªu-Chu T­íc Nguyªn So¸i Y	0;100;32344;1	-1	-1	30		1	36894			
41971	Liªu-Chu T­íc Nguyªn So¸i Y	0;100;32345;1	-1	-1	31		1	36895			
41972	Liªu-Chu T­íc Nguyªn So¸i Y	0;100;32346;1	-1	-1	32		1	36896			
41973	Tèng-Chu T­íc T­íng Trang	0;101;32259;1	-1	-1	2		1	36897			
41974	Tèng-Chu T­íc T­íng Trang	0;101;32260;1	-1	-1	3		1	36898			
41975	Tèng-Chu T­íc T­íng Trang	0;101;32261;1	-1	-1	4		1	36899			
41976	Tèng-Chu T­íc T­íng Trang	0;101;32262;1	-1	-1	6		1	36900			
41977	Tèng-Chu T­íc T­íng Trang	0;101;32263;1	-1	-1	8		1	36901			
41978	Tèng-Chu T­íc T­íng Trang	0;101;32264;1	-1	-1	9		1	36902			
41979	Tèng-Chu T­íc T­íng Trang	0;101;32265;1	-1	-1	11		1	36903			
41980	Tèng-Chu T­íc T­íng Trang	0;101;32266;1	-1	-1	12		1	36904			
41981	Tèng-Chu T­íc T­íng Trang	0;101;32267;1	-1	-1	14		1	36905			
41982	Tèng-Chu T­íc T­íng Trang	0;101;32268;1	-1	-1	15		1	36906			
41983	Tèng-Chu T­íc T­íng Trang	0;101;32269;1	-1	-1	17		1	36907			
41984	Tèng-Chu T­íc T­íng Trang	0;101;32270;1	-1	-1	18		1	36908			
41985	Tèng-Chu T­íc T­íng Trang	0;101;32271;1	-1	-1	20		1	36909			
41986	Tèng-Chu T­íc T­íng Trang	0;101;32272;1	-1	-1	21		1	36910			
41987	Tèng-Chu T­íc T­íng Trang	0;101;32273;1	-1	-1	23		1	36911			
41988	Tèng-Chu T­íc T­íng Trang	0;101;32274;1	-1	-1	25		1	36912			
41989	Tèng-Chu T­íc T­íng Trang	0;101;32275;1	-1	-1	26		1	36913			
41990	Tèng-Chu T­íc T­íng Trang	0;101;32276;1	-1	-1	27		1	36914			
41991	Tèng-Chu T­íc T­íng Trang	0;101;32277;1	-1	-1	29		1	36915			
41992	Tèng-Chu T­íc T­íng Trang	0;101;32278;1	-1	-1	30		1	36916			
41993	Tèng-Chu T­íc T­íng Trang	0;101;32279;1	-1	-1	31		1	36917			
41994	Tèng-Chu T­íc T­íng Trang	0;101;32280;1	-1	-1	32		1	36918			
41995	Tèng-Chu T­íc Nguyªn So¸i Trang	0;101;32281;1	-1	-1	2		1	36919			
41996	Tèng-Chu T­íc Nguyªn So¸i Trang	0;101;32282;1	-1	-1	3		1	36920			
41997	Tèng-Chu T­íc Nguyªn So¸i Trang	0;101;32283;1	-1	-1	4		1	36921			
41998	Tèng-Chu T­íc Nguyªn So¸i Trang	0;101;32284;1	-1	-1	6		1	36922			
41999	Tèng-Chu T­íc Nguyªn So¸i Trang	0;101;32285;1	-1	-1	8		1	36923			
42000	Tèng-Chu T­íc Nguyªn So¸i Trang	0;101;32286;1	-1	-1	9		1	36924			
42001	Tèng-Chu T­íc Nguyªn So¸i Trang	0;101;32287;1	-1	-1	11		1	36925			
42002	Tèng-Chu T­íc Nguyªn So¸i Trang	0;101;32288;1	-1	-1	12		1	36926			
42003	Tèng-Chu T­íc Nguyªn So¸i Trang	0;101;32289;1	-1	-1	14		1	36927			
42004	Tèng-Chu T­íc Nguyªn So¸i Trang	0;101;32290;1	-1	-1	15		1	36928			
42005	Tèng-Chu T­íc Nguyªn So¸i Trang	0;101;32291;1	-1	-1	17		1	36929			
42006	Tèng-Chu T­íc Nguyªn So¸i Trang	0;101;32292;1	-1	-1	18		1	36930			
