Tên	Loại hình chính	Loại hình phụ	Phân loại chi tiết	Nặng	Giá	Sếp chồng nhiều nhất	Hồi phục thuộc tính1	Trị số phục hồi thuộc tính mỗi nữa giây (1)	Hồi phục thuộc tính2	Trị số phục hồi thuộc tính mỗi nữa giây (2)	Hồi phục thuộc tính3	Trị số phục hồi thuộc tính mỗi nữa giây (3)	Hồi phục thuộc tính4	Trị số phục hồi thuộc tính mỗi nữa giây (4)	Thời gian duy trì hiệu lực (Số chẵn)	Lưu ( Chữ số)	Lưu ( Chữ số)	Hiện hình nhỏ trên giao diện	Hiện hình lớn trên giao diện	Thuyết minh	Lưu (chuỗi ký tự)	Khi vứt ra ngoài sẽ hiển thị tên	File gốc	Cấp	"Có thể giao dịch hay không ( 0 có thể giao dịch, có thể bán; 1 không thể giao dịch không thể bán; 2 có thể bán, không thể giao dịch; 3 không thể bán, có thể giao dịch; 4 có thể bán, sau khi mang vào sẽ bị khóa)"	Có/không thể vứt (0 được; 1 không được)	Bảo lưu 1	Bảo lưu 2	Bảo lưu 3	Tiêu chí phát triển	Biên hiệu phát triển	Biên hiệu mở khóa	Biên hiệu kinh nghiệm
Linh Thạch khóa (3)	2	1	30909	0	0	999												\image\item\other\ậứẦộấẰ3 a1.spr	\image\item\other\ậứẦộấẰ3 a0.spr	"khi sử dụng để tẩy luyện trang bị 5 sao, có thể khóa thuộc tính thứ 3(chuột phải sử dụng)"		Thần bí	\script\equip_feed\item_equip_feed_reset_advance.lua	1	0	1							
Linh Thạch khóa (4)	2	1	30910	0	0	999												\image\item\other\ậứẦộấẰ4 a1.spr	\image\item\other\ậứẦộấẰ4 a0.spr	"khi sử dụng để tẩy luyện trang bị 5 sao, có thể khóa thuộc tính thứ 4(chuột phải sử dụng)"		Thần bí	\script\equip_feed\item_equip_feed_reset_advance.lua	1	0	1							
Linh Thạch khóa (5)	2	1	30911	0	0	999												\image\item\other\ậứẦộấẰ5 a1.spr	\image\item\other\ậứẦộấẰ5 a0.spr	"khi sử dụng để tẩy luyện trang bị 5 sao, có thể khóa thuộc tính thứ 5(chuột phải sử dụng)"		Thần bí	\script\equip_feed\item_equip_feed_reset_advance.lua	1	0	1							
Linh Thạch khóa (6)	2	1	30912	0	0	999												\image\item\other\ậứẦộấẰ6 a1.spr	\image\item\other\ậứẦộấẰ6 a0.spr	"khi sử dụng để tẩy luyện trang bị 5 sao, có thể khóa thuộc tính thứ 6(chuột phải sử dụng)"		Thần bí	\script\equip_feed\item_equip_feed_reset_advance.lua	1	0	1							
Danh sách không đầy đủ	2	1	30913	0	0	9999												\image\item\other\ẽẮấẴìãềọẨẳa0.spr	\image\item\other\ẽẮấẴìãềọẨẳa1.spr	"Cuốn sách ngụy trang,thực tế ẩn giấu danh sách người 3 nước Tây Vực âm thầm tham gia Thiên Âm giáo, rất tiếc là không đầy đủ"		Thần bí		1	0	1							
Túi trang bị Tam Dương Khai Thái	2	1	30914	0	0	999												\image\item\other\ậôẵÊệùé̀ệẦìỖẮủẲéa1.spr	\image\item\other\ậôẵÊệùé̀ệẦìỖẮủẲéa0.spr	"Bảo rương hoành tráng,giải thưởng do võ lâm minh dành cho hiệp sĩ giỏi nhất khi đột kích Thiên Âm Giáo (nhấp chuột phải có thể mở ra để chọn một trong những áo choàng 5 sao)"		Thần bí	\script\missions\yp\slymg\item_sykt.lua	1	1	1							
Hiệp Nghĩa Chi Chứng	2	1	30915	0	0	9999												\image\item\other\́ặẲỀàẮắò3a1.spr	\image\item\other\́ặẲỀàẮắò3a0.spr	Chứng mình vinh dự do ba nước tây vực dành cho sau khi chống Thiên Âm Giáo		Thần bí		1	0	0							
Đồng Tế Chi Nguyện	2	1	30916	0	0	999												\image\item\other\ệỳỂỵếòìấáủệÔấộa1.spr	\image\item\other\ệỳỂỵếòìấáủệÔấộa0.spr	Trên đó ghi chép ước nguyện tốt đẹp của thành viên bang hội và Chu Công Tề		Thần bí		1	0	1							
Lệnh bài độ cống hiến	2	1	30917	0	0	999												\image\item\other\ếọẽĂìứặùì̀̉áảềằằẩẰa1.spr	\image\item\other\ếọẽĂìứặùì̀̉áảềằằẩẰa0.spr	"Lệnh bài Võ Lâm Minh thiết kế để khuyến khích mọi người tham gia việc xây dựng bang hội, sau khi sử dụng sẽ tăng 100 điểm cống hiến bang hội."		Thần bí		1	0	1							
Thảo Phạt Lênh 	2	1	30918	0	0	999												\image\item\other\ểẨấẴắỹẨẪẨẳa0.spr	\image\item\other\ểẨấẴắỹẨẪẨẳa1.spr	"Thủ lệnh 3 nước tây vực cho phép hiệp sĩ đi khám xét Thiên Âm Giáo Đồ ( sau khi sử dụng có thể tăng mốc giới hạn nhân được Hiệp Nghĩa Chi Chứng trong ngày :100,qua ngày hiệu quả sẽ bị xóa) "		Thần bí		1	2	1							
Bột mì	2	1	30919	0	0	2000												\image\item\other\ẪổãỒ 32.spr	\image\item\other\ẪổãỒ 80.spr	Dùng để chế bánh phổ thông và bánh đặc biệt		Thần bí		1	0	0							
Nhân bánh	2	1	30920	0	0	2000												\image\item\other\ễẨ̉ýẽẾ32.spr	\image\item\other\ễẨ̉ýẽẾ 80.spr	Dùng để chế bánh phổ thông và bánh đặc biệt		Thần bí		1	0	0							
Nhân bánh thập cẩm	2	1	30921	0	0	2000												\image\item\other\ấ̃ẵừễẨ̉ýẽẾ 32.spr	\image\item\other\ấ̃ẵừễẨ̉ýẽẾ 80.spr	Dùng để chế bánh thập cẩm		Thần bí		1	0	0							
Bánh Trung thu thường	2	1	30922	0	0	2000												\image\item\other\ặếỂăễẨ̉ý 32.spr	\image\item\other\ặếỂăễẨ̉ý 80.spr	Dùng nhân bánh và bột mì chế tạo ra<enter><color=Gold> (sau 24:00 ngày 30 tháng 9 năm 2015 không được sử dụng)		Thần bí	\script\online_activites\head\vn_activity_item.lua	1	0	1							
Bánh đặc biệt	2	1	30923	0	0	2000												\image\item\other\èỉệặễẨ̉ý 32.spr	\image\item\other\èỉệặễẨ̉ý 80.spr	Dùng nhân bánh và bột mì chế tạo ra<enter><color=Gold> (sau 24:00 ngày 30 tháng 9 năm 2015 không được sử dụng)		Thần bí	\script\online_activites\head\vn_activity_item.lua	1	0	1							
Bánh thập cẩm	2	1	30924	0	0	2000												\image\item\other\ấ̃ẵừễẨ̉ý32.spr	\image\item\other\ấ̃ẵừễẨ̉ý 80.spr	Dùng bánh phổ thông hoặc bánh đặc biệt và nhân bánh thập cẩm chế tạo ra<enter><color=Gold> (sau 24:00 ngày 30 tháng 9 năm 2015 không được sử dụng)		Thần bí	\script\online_activites\head\vn_activity_item.lua	1	0	1							
Bích Túy	2	1	30925	0	0	999												\image\item\other\ặãắặểủỀặa1.spr	\image\item\other\ặãắặểủỀặa0.spr	"Đá ngọc có linh lực,có thể đổi Hoán đổi Tỏa Linh Thạch tại cửa hàng điểm tích lũy bang hội và cửa hàng điểm tích lũy Long Hổ Đường "		Thần bí		1	0	1							
Thiên Âm Mật Bảo	2	1	30926	0	0	999												\image\item\other\̉Ưẽọa1.spr	\image\item\other\̉Ưẽọa0.spr	Bảo tàng mà Thiên Âm Giáo giữ trong cơ địa Thất Lạc Nhai 		Thần bí	\script\missions\yp\slymg\item_tymb.lua	1	0	1							
Lệnh bài điểm tích lũy Long Hổ Đường	2	1	30927	0	0	999												\image\item\other\ếũỀẫẦợa0.spr	\image\item\other\ếũỀẫẦợa1.spr	Sau khi sử dụng có thể nhận được 10 điểm tích lũy Long Hổ Đường		Thần bí	\script\missions\yp\slymg\item_lht_score.lua	1	2	1							
Kho báu khu Tây	2	1	30928	0	0	999												\image\item\other\ìẽẲỡẫôáòẳả̀ỹạỹa1.spr	\image\item\other\ìẽẲỡẫôáòẳả̀ỹạỹa0.spr	Tặng cho hiệp khách có nhiều cống hiến tại trận chiến Thất Lạc Nhai		Thần bí		1	2	1							
Xạ hương	2	1	30929	0	0	2000												\image\item\other\ữờẽó 32.spr	\image\item\other\ữờẽó 80.spr	Dùng để chế tạo nước hoa thường và nước hoa khô		Thần bí		1	0	0							
túi thơm	2	1	30930	0	0	2000												\image\item\other\ẽó̀ỹ 32.spr	\image\item\other\ẽó̀ỹ 80.spr	Dùng để chế tạo nước hoa thường và nước hoa khô		Thần bí		1	0	0							
đặc biệt túi thơm	2	1	30931	0	0	2000												\image\item\other\èỉẫôẽó̀ỹ 32.spr	\image\item\other\èỉẫôẽó̀ỹ 80.spr	Dùng để chế tạo nước hoa nồng nàn		Thần bí		1	0	0							
nước hoa thường 	2	1	30932	0	0	2000												\image\item\other\ẽóậđ 32.spr	\image\item\other\ẽóậđ 80.spr	Nước Hoa Thường<enter><color=Gold>(Sau 24:00 ngày 31 Tháng 10 Năm 2015 không thể sử dụng)		Thần bí	\script\online_activites\head\vn_activity_item.lua	1	0	1							
Nước Hoa Khô	2	1	30933	0	0	2000												\image\item\other\áẫẽóậđ 32.spr	\image\item\other\áẫẽóậđ 80.spr	Nước Hoa Khô<enter><color=Gold>(Sau 24:00 ngày 31 Tháng 10 Năm 2015 không thể sử dụng)		Thần bí	\script\online_activites\head\vn_activity_item.lua	1	0	1							
nước hoa nồng nàn	2	1	30934	0	0	2000												\image\item\other\ãềãẳẽóậđ 32.spr	\image\item\other\ãềãẳẽóậđ 80.spr	Nước Hoa Nồng Nàn<enter><color=Gold>(Sau 24:00 ngày 31 Tháng 10 Năm 2015 không thể sử dụng)		Thần bí	\script\online_activites\head\vn_activity_item.lua	1	0	1							
Thẻ Thiên Hạt	2	1	30935	0	0	1												\image\item\other\èỡéôìự32.spr	\image\item\other\èỡéôìự80.spr	Sau khi dùng Cẩm Nang Đại Sự Kiện kích hoạt sẽ nhận được dịch vụ VIP 1 tháng và 1 Thần Hành Bảo Điển.		Thần bí	\script\function\vip_card\item_vip_card.lua	1	0	1							
Túi Quà	2	1	30936	0	0	2000												\image\item\other\Ắủ̀ỹ 32.spr	\image\item\other\Ắủ̀ỹ 80.spr	Dùng để chế tạo Hộp Quà Bạc và Hộp Quà Vàng		Thần bí		1	0	0							
Giấy bạc	2	1	30937	0	0	2000												\image\item\other\ềứệẵ 32.spr	\image\item\other\ềứệẵ 80.spr	Dùng để chế tạo Hộp Quà Bạc và Hộp Quà Vàng		Thần bí		1	0	0							
Thiệp Tôn Sư	2	1	30938	0	0	2000												\image\item\other\ìỖấƯèự 32.spr	\image\item\other\ìỖấƯèự 80.spr	Dùng để chế tạo Hộp Quà Tôn Sư.		Thần bí		1	0	0							
Hộp Quà Bạc	2	1	30939	0	0	2000												\image\item\other\ềứẮủẲé 32.spr	\image\item\other\ềứẮủẲé 80.spr	Dùng Túi Quà và Giấy Bạc chế tạo ra<enter><color=Gold>(sau 24:00h ngày 30 tháng 11 năm 2015 không thể sử dụng)		Thần bí		1	0	1							
Hộp Quà Vàng	2	1	30940	0	0	2000												\image\item\other\ẵỖẮủẲé 32.spr	\image\item\other\ẵỖẮủẲé 80.spr	Dùng Túi Quà và Giấy Bạc chế tạo ra<enter><color=Gold>(sau 24:00h ngày 30 tháng 11 năm 2015 không thể sử dụng)		Thần bí		1	0	1							
Hộp Quà Tôn sư	2	1	30941	0	0	2000												\image\item\other\ìỖấƯẮủẲé 32.spr	\image\item\other\ìỖấƯẮủẲé 80.spr	"Dùng Hộp Quà Bạc, Hộp Quà Vàng và Thiệp Tôn Sư chế tạo ra<enter><color=Gold>(sau 24:00h ngày 30 tháng 11 năm 2015 không thể sử dụng)"		Thần bí		1	0	1							
Thẻ Nhân Mã	2	1	30942	0	0	1												\image\item\other\ẫọấệìự32.spr	\image\item\other\ẫọấệìự80.spr	Sau khi dùng Cẩm Nang Đại Sự Kiện kích hoạt sẽ nhận được dịch vụ VIP 1 tháng và 1 Thần Hành Bảo Điển.		Thần bí	\script\function\vip_card\item_vip_card.lua	1	0	1							
Tài Sản Đạo Bảo Tặc	2	1	30943	0	0	999												\image\item\other\ỂẦằặẫôặếỂằỹạỹa1.spr	\image\item\other\ỂẦằặẫôặếỂằỹạỹa0.spr	"Tài Sản Đạo Mộ Tặc, nhấp chuột phải dùng sẽ nhận được phần thưởng ngẫu nhiên"		Thần bí		1	0	1							
Phối phương Vô Hạ(Nón)	2	1	30944	0	0	1												\image\item\other\̀Ểẫẵềạểờ̉ắắớa1.spr	\image\item\other\̀Ểẫẵềạểờ̉ắắớa0.spr	"Ghi chép phối phương của Vô Hạ Hào Hiệp Lệnh (Nón), nhấp chuột phải có thể mở giao diện ghép;"		Thần bí	\settings\static_script\item\item_haoxia_recipe2.lua	1	0	1							
phối phương Vô Hạ(áo)	2	1	30945	0	0	1												\image\item\other\̀Ểẫẵềạểờ̉ắắớa1.spr	\image\item\other\̀Ểẫẵềạểờ̉ắắớa0.spr	"Ghi chép phối phương của Vô Hạ Hào Hiệp Lệnh (Áo), nhấp chuột phải có thể mở giao diện ghép;"		Thần bí	\settings\static_script\item\item_haoxia_recipe2.lua	1	0	1							
phối phương Vô Hạ(quần)	2	1	30946	0	0	1												\image\item\other\̀Ểẫẵềạểờ̉ắắớa1.spr	\image\item\other\̀Ểẫẵềạểờ̉ắắớa0.spr	"Ghi chép phối phương của Vô Hạ Hào Hiệp Lệnh (Quần), nhấp chuột phải có thể mở giao diện ghép;"		Thần bí	\settings\static_script\item\item_haoxia_recipe2.lua	1	0	1							
Vô Hạ Hào Hiệp Lệnh (Nón)	2	1	30947	0	0	1												\image\item\other\ẻọẦệằặẵỖẦợa1.spr	\image\item\other\ẻọẦệằặẵỖẦợa0.spr	"Sở hữu lệnh này có thể nhận được trang bị Hao Hiệp(nón) có thuộc tính chỉ định, nên gọi là Vộ Hạ, chuột phải sử dụng bắt đầu lựa chọn thuộc tính như ý;"		Thần bí	\settings\static_script\item\item_hfl_haoxia2.lua	1	0	1							
Vô Hạ Hào Hiệp Lệnh (áo)	2	1	30948	0	0	1												\image\item\other\ẻọẦệằặẵỖẦợa1.spr	\image\item\other\ẻọẦệằặẵỖẦợa0.spr	"Sở hữu lệnh này có thể nhận được trang bị Hao Hiệp(áo) có thuộc tính chỉ định, nên gọi là Vộ Hạ, chuột phải sử dụng bắt đầu lựa chọn thuộc tính như ý; "		Thần bí	\settings\static_script\item\item_hfl_haoxia2.lua	1	0	1							
Vô Hạ Hào Hiệp Lệnh (Quần)	2	1	30949	0	0	1												\image\item\other\ẻọẦệằặẵỖẦợa1.spr	\image\item\other\ẻọẦệằặẵỖẦợa0.spr	"Sở hữu lệnh này có thể nhận được trang bị Hao Hiệp(quần) có thuộc tính chỉ định, nên gọi là Vộ Hạ, chuột phải sử dụng bắt đầu lựa chọn thuộc tính như ý;"		Thần bí	\settings\static_script\item\item_hfl_haoxia2.lua	1	0	1							
Tàng Bảo Đồ-Thường	2	1	30950	0	0	999												\image\item\other\̃ỉ̉ƯỂẳậộặơ36.spr	\image\item\other\̃ỉ̉ƯỂẳậộặơ80.spr	Nhấp chuột phải sử dụng sẽ nhận được tọa độ chôn kho báu.		Thần bí		1	0	1							
Đại Định Hồn Thạch-Siêu	2	1	30951	0	0	10												\image\item\qhcailiao\áòẳảì̀̉áầẴằẰắôấẰa1.spr	\image\item\qhcailiao\áòẳảì̀̉áầẴằẰắôấẰa0.spr	"Nếu muốn cường hóa trang bị cấp 15 trở lên, phải tiến hành cường hóa Định Hồn trước, mới có thể cường hóa lên cấp 16, 17, 18, 19, 20; nếu thất bại sẽ quay về trị cường hóa 15."		Thần bí		1	0	1							
Tiểu Tinh Thạch	2	1	30952	0	0	999												\image\item\qhcailiao\àỂẳảấìấẻầẴằẰắôấẰa1.spr	\image\item\qhcailiao\àỂẳảấìấẻầẴằẰắôấẰa0.spr	"Nguyên liệu ghép thành Phá Tinh Thạch, 1 Thiên Thạch Tinh Thạch và 1 Tiểu Tinh Thạch sẽ ghép thành 1 Phá Tinh Thạch."		Thần bí	\script\item\item_yuntiejingshi.lua	1	0	1							
Phá Tinh Thạch	2	1	30953	0	0	999												\image\item\qhcailiao\áòẳảấìấẻầẴằẰắôấẰa1.spr	\image\item\qhcailiao\áòẳảấìấẻầẴằẰắôấẰa0.spr	Nguyên liệu cường hóa lên cấp 15-20.		Thần bí		1	0	1							
Cường Hóa Quyển Lv17	2	1	30954	0	0	1												\image\item\qhcailiao\ầẴằẰắớ17a1.spr	\image\item\qhcailiao\ầẴằẰắớ17a0.spr	"Cường hóa từ cấp 16 lên 17, nếu dùng Cường Hóa Quyển thì khi thất bại sẽ quay về cấp 16."		Thần bí		1	0	1							
Cường Hóa Quyển Lv18	2	1	30955	0	0	1												\image\item\qhcailiao\ầẴằẰắớ18a1.spr	\image\item\qhcailiao\ầẴằẰắớ18a0.spr	"Cường hóa từ cấp 17 lên 18, nếu dùng Cường Hóa Quyển thì khi thất bại sẽ quay về cấp 17."		Thần bí		1	0	1							
Cường Hóa Quyển Lv19	2	1	30956	0	0	1												\image\item\qhcailiao\ầẴằẰắớ19a1.spr	\image\item\qhcailiao\ầẴằẰắớ19a0.spr	"Cường hóa từ cấp 18 lên 19, nếu dùng Cường Hóa Quyển thì khi thất bại sẽ quay về cấp 18."		Thần bí		1	0	1							
Cường Hóa Quyển Lv20	2	1	30957	0	0	1												\image\item\qhcailiao\ầẴằẰắớ20a1.spr	\image\item\qhcailiao\ầẴằẰắớ20a0.spr	"Cường hóa từ cấp 19 lên 20, nếu dùng Cường Hóa Quyển thì khi thất bại sẽ quay về cấp 19."		Thần bí		1	0	1							
Thẻ ma kết	2	1	30958	0	0	1												\image\item\other\ẤƯụẫẴă32.spr	\image\item\other\ẤƯụẫẴă80.spr	Sau khi dùng Cẩm Nang Đại Sự Kiện kích hoạt sẽ nhận được dịch vụ VIP 1 tháng và 1 Thần Hành Bảo Điển.		Thần bí	\script\function\vip_card\item_vip_card.lua	1	0	1							
Tinh Lực Đơn	2	1	30959	0	0	99												\image\item\usable\heal_029a1.spr	\image\item\usable\heal_029a0.spr	Sau khi dùng phục hồi 50 điểm tinh lực (Tinh lực phục hồi không được vượt quá giới hạn tinh lực)		Thần bí	\script\item\item_jinlidan.lua	1	2	1							
Quà Báo Danh-Sơ	2	1	30960	0	0	1												\image\item\other\Ẩèẫôáòẳả̀ỹạỹa1.spr	\image\item\other\Ẩèẫôáòẳả̀ỹạỹa0.spr	"Tích lũy báo danh 5 ngày nhận được, nhấp chuột phải mở sẽ nhận được phần thưởng"		Thần bí	\script\item\item_qiandaojiangli.lua	1	2	1							
Quà Báo Danh-Trung	2	1	30961	0	0	1												\image\item\other\Ắảẫôáòẳả̀ỹạỹa1.spr	\image\item\other\Ắảẫôáòẳả̀ỹạỹa0.spr	"Tích lũy báo danh 14 ngày nhận được, nhấp chuột phải mở sẽ nhận được phần thưởng"		Thần bí	\script\item\item_qiandaojiangli.lua	1	2	1							
Quà Báo Danh-Cao	2	1	30962	0	0	1												\image\item\other\ìẽẲỡẫôáòẳả̀ỹạỹa1.spr	\image\item\other\ìẽẲỡẫôáòẳả̀ỹạỹa0.spr	"Tích lũy báo danh 21 ngày nhận được, nhấp chuột phải mở sẽ nhận được phần thưởng"		Thần bí	\script\item\item_qiandaojiangli.lua	1	2	1							
Quà Báo Danh-Hào Hoa	2	1	30963	0	0	1												\image\item\other\ộỄẲỡẫôáòẳả̀ỹạỹa1.spr	\image\item\other\ộỄẲỡẫôáòẳả̀ỹạỹa0.spr	"Tích lũy báo danh 28 ngày nhận được, nhấp chuột phải mở sẽ nhận được phần thưởng phong phú"		Thần bí	\script\item\item_qiandaojiangli.lua	1	2	1							
Điểm tích lũy khiêu chiến	2	1	30964	0	0	999												\image\item\other\ấýìệẴăẲỡ1a1.spr	\image\item\other\ấýìệẴăẲỡ1a0.spr	Sau khi vượt qua Khiêu Chiến Vạn Kiếm Trũng sẽ nhận được		Thần bí		1	2	1							
Cây thông giáo hội	2	1	30965	0	0	2000												\image\item\other\ấƠàđấữ 32.spr	\image\item\other\ấƠàđấữ 80.spr	Dùng để ghép Cây Thông An Lành và Cây Thông ấm áp		Thần bí		1	0	0							
Vật Trang Trí	2	1	30966	0	0	2000												\image\item\other\ấƠàđấữấẻặã 32.spr	\image\item\other\ấƠàđấữấẻặã 80.spr	Dùng để ghép Cây Thông An Lành và Cây Thông ấm áp		Thần bí		1	0	0							
Hộp quà giáng sinh	2	1	30967	0	0	2000												\image\item\other\ấƠàđẮủẲé 32.spr	\image\item\other\ấƠàđẮủẲé 80.spr	Dùng để ghép Cây Thông Giáng Sinh		Thần bí		1	0	0							
Cây Thông An Lành	2	1	30968	0	0	2000												\image\item\other\ặẵ̀̃ấƠàđấữ 32.spr	\image\item\other\ặẵ̀̃ấƠàđấữ 80.spr	Dùng Vật Trang Trí và Cây Thông để ghép thành<enter><color=Gold>(Sau 24:00 31/12/2015 không thể dùng)		Thần bí		1	0	1							
Cây Thông ấm áp	2	1	30969	0	0	2000												\image\item\other\ẻẨỀẰấƠàđấữ 32.spr	\image\item\other\ẻẨỀẰấƠàđấữ 80.spr	Dùng Vật Trang Trí và Cây Thông để ghép thành<enter><color=Gold>(Sau 24:00 31/12/2015 không thể dùng)		Thần bí		1	0	1							
Cây Giáng Sinh (lớn)	2	1	30970	0	0	2000												\image\item\other\̣úấƠàđấữ 32.spr	\image\item\other\̣úấƠàđấữ 80.spr	"Dùng Cây Thông An Lành, Cây Thông ấm áp và Hộp Quà Giáng Sinh để ghép thành<enter><color=Gold>(Sau 24:00 31/12/2015 không thể dùng)"		Thần bí		1	0	1							
Rương Xây Dựng Thế Lực	2	1	30971	0	0	999												\image\item\other\éềễậ́ộẵ̉ẽọa1.spr	\image\item\other\éềễậ́ộẵ̉ẽọa0.spr	Nhấp chuột phải mở sẽ nhận được phần thưởng		Thần bí	\script\missions\yp\ywz\item_jianshebox.lua	1	2	1							
