Task_ID	dialog_diff	dialog_1	dialog_2	dialog_3	dialog_4	dialog_5	dialog_6	dialog_7	dialog_8	dialog_9	dialog_10	dialog_11	dialog_12	dialog_13	dialog_14	dialog_15	dialog_16	dialog_17	dialog_18	dialog_19	dialog_20	Description	Task_Tip	Unfinish_Talk
253	get_talk	NpcName: <sex> ®Õn thËt ®óng lóc, hiÖn trong qu©n doanh cã rÊt nhiÒu binh sÜ bŞ th­¬ng, ta cÇn mét sè thuèc ®Ó gióp hä trŞ th­¬ng, y thuËt cña D­¬ng NguyÖt S­ Th¸i ë Nga My rÊt cao minh, ng­¬i cã thÓ gióp ta ®i lÊy mét İt thuèc gi¶i?	PlayerName: §­îc råi, ta sÏ xuÊt ph¸t ngay.																					
253	finish_talk	PlayerName: Chµo D­¬ng NguyÖt S­ Th¸i.																						
254	get_talk	NpcName: <sex> t×m ta cã viÖc g× kh«ng?	PlayerName: D­¬ng NghiÖp Nguyªn So¸i ph¸i ta ®Õn t×m bµ, Tèng SÜ Binh ®· bŞ th­¬ng råi, cÇn mét sè thuèc ®Ó ch÷a trŞ.	NpcName: µ, ta ®· hiÓu råi. Thiªn Hoa T¸n lµ thuèc trŞ th­¬ng rÊt tèt, ng­¬i h·y ®Õn Thiªn S­ §éng-2, tiªu diÖt 199 Trïng Qu¸i V­¬ng, tõ trªn ng­êi chóng thu thËp 1 Thiªn Hoa T¸n, sau ®ã giao cho D­¬ng NghiÖp lµ ®­îc.	PlayerName: §­îc, ®a t¹ s­ th¸i ®· gióp ®ì.																			
254	finish_talk	PlayerName: Nguyªn So¸i, ta lÊy ®­îc thuèc trŞ th­¬ng råi.																						
255	get_talk	NpcName: Ha ha, vÊt v¶ cho <sex> råi. Nh­ng cßn khiªu chiÕn lín h¬n ®ang ®îi ng­¬i ®Êy. Ng­êi cÇn ph¶i ®¸nh b¹i 4 BOSS thÕ giíi, hä chİnh lµ §µo Hoa §¶o Chñ Hoµng Long, T©y Vùc Th­¬ng Lang B¸ V­¬ng, Ngäc S¬n Chi Linh Thiªn Cöu, U Tr¹ch Chi ¶nh Minh Vâ.	PlayerName: §­îc, ta nhÊt ®Şnh sÏ hoµn thµnh nhiÖm vô.																					
255	finish_talk	PlayerName: Nguyªn So¸i, ta trë vÒ råi.																						
256	get_talk	NpcName: Kh«ng ngê <sex> lîi h¹i nh­ thÕ, cã thÓ ®¸nh b¹i tø ®¹i boss, l¹i mét vŞ vâ l©m cao thñ ®­îc sinh ra råi, thËt ®¸ng chóc mõng.	NpcName: Nh¹c Ch­ëng M«n nhê ta chuyÓn lêi cho ng­¬i, muèn kİch ho¹t c¶nh giíi Vâ T«n, cÇn chuÈn bŞ ®ñ nguyªn liÖu, bao gåm: 200 MËt TŞch Tiªu Dao Tµn Ch­¬ng, 2 Th¸i DŞch Hçn Nguyªn C«ng Phæ, 2 ChuyÓn Sinh §¬n. Ngoµi ra khi kİch ho¹t cßn cÇn tiªu hao 2 000 000 000 EXP. Ng­¬i ph¶i mang ®ñ nguyªn liÖu ®Õn Hoa S¬n t×m Nh¹c Ch­ëng M«n ®Ó kİch ho¹t c¶nh giíi.	PlayerName: §a t¹ Nguyªn So¸i, ta sÏ thu thËp ®ñ nguyªn liÖu råi ®i t×m Nh¹c Ch­ëng M«n.																				
256	finish_talk	PlayerName: Nh¹c Ch­ëng M«n, ta ®· v­ît qua ®¹i khiªu chiÕn råi, ®ång thêi còng chuÈn bŞ ®ñ nguyªn liÖu mµ ngµi dÆn dß.																						
257	get_talk	NpcName: Ha Ha, ta ®· nhËn ®­îc th­ cña D­¬ng NghiÖp råi. Chóc mõng <sex>, kh«ng ngê vâ c«ng cña ng­¬i lîi h¹i nh­ thÕ, v­ît qua tÊt c¶ thö th¸ch, xøng ®¸ng nhËn ®­îc tu luyÖn b­íc cao h¬n.	PlayerName: §a t¹ Nh¹c Ch­ëng M«n, hiÖn t¹i cã thÓ kİch ho¹t kinh m¹ch Vâ T«n ch­a?	NpcName: Muèn ®¶ th«ng kinh m¹ch, cÇn ph¶i nhËn lÊy thö th¸ch cña trêi cao, tøc lµ thiªn kiÕp, muèn th¨ng cÊp Vâ T«n, th× ph¶i v­ît qua l«i kiÕp. Ta ®· dïng nguyªn liÖu cña ng­¬i giao nép chÕ t¹o thµnh 1 L«i KiÕp Phï, ng­¬i h·y mang theo L«i KiÕp Phï, ®Õn Linh B¶o S¬n, dïng L«i KiÕp Phï, sÏ triÖu håi ®­îc L«i KiÕp Thó, nÕu ng­¬i cã thÓ ®¸nh b¹i thÇn thó nµy, th× sÏ cã thÓ th¨ng cÊp c¶nh giíi Vâ T«n.	NpcName: <sex> ®· chuÈn bŞ xong ch­a?	PlayerName: Råi, ta ®· chuÈn bŞ xong. Ta sÏ xuÊt ph¸t ngay ®©y.																		
257	finish_talk	PlayerName: Nh¹c Ch­ëng M«n, ta ®· ®¸nh b¹i L«i KiÕp Thó råi.	NpcName: Nh¹c BÊt QuÇn: <sex> qu¶ nhiªn vâ c«ng cao c­êng, thËt khiÕn ng­êi kh¸c kh©m phôc. Ta sÏ gióp ng­¬i ®¶ th«ng c¶nh giíi Vâ T«n, ®Ó ng­¬i nhËn ®­îc søc m¹nh to lín h¬n, ®Ó cã b­íc tiÕn xa h¬n trªn giang hå!	PlayerName: ®a t¹ Nh¹c tr­ëng m«n.																				
